imdb_id,new_budget,vote_count,vote_average,new_popularity,new_revenue,new_runtime,new_release_date,genres1,genres2,genres3,company1,company2,company3
tt0912593,2000000,41,7.9,3.557,1431623,102,7/27/2007,Romance,Comedy,Drama,Région Ile-de-France,Maison Européenne de la Photographie,Serviçio Social do Comércio
tt0101412,5940000,152,6.5,6.57,4250000,125,3/28/2008,Drama,Mystery,Thriller,PolyGram Filmed Entertainment,Working Title Films,Universal Pictures
tt0094764,9000000,25,5.4,2.914,6436211,110,8/26/1988,Thriller,Comedy,Comedy,Kids' WB,Konami,Nihon Ad Systems (NAS)
tt0093744,5000000,32,5.8,3.406,3569939,94,7/6/1988,Family,Action,Comedy,Demarest Films,Cross Creek Pictures,Vendian Entertainment
tt0043338,1821052,236,7.9,8.311,1300000,104,6/29/1951,Adventure,Drama,War,Columbia Pictures,Spring Creek Productions,Tribeca Productions
tt1486834,11000000,1196,6.6,9.321,7847000,93,9/7/2013,Adventure,Science Fiction,Horror,De Laurentiis Entertainment Group (DEG),Marvel Productions,Sunbow Productions
tt1270262,4900000,1464,8.3,12.975,3494070,74,5/22/2014,Action,Comedy,Drama,PenLife Media,PalmStar Media,New Line Cinema
tt1613062,58000000,230,5.7,7.981,41299492,121,3/24/2008,Thriller,Comedy,Drama,Metro-Goldwyn-Mayer,Fish Productions,Universal Pictures
tt0047494,4500000,9,4.2,1.826,3200000,98,12/20/1954,Thriller,Drama,Adventure,Di Bonaventura Pictures,Indochina Productions,Vicomte de Noailles
tt0144084,25000000,348,5.8,9.663,17741298,109,4/24/2008,Comedy,Adventure,Crime,Forward Pass,Regency Enterprises,Warner Bros. Pictures
tt1243974,37000000,1261,5.3,6.148,26250020,93,5/27/2015,War,Fantasy,Drama,Universum Film (UFA),Fundamental Films,Gulf Film
tt2387433,15000000,440,7.4,7.37,10631333,97,3/1/1985,Drama,Thriller,Drama,Miramax,BlackBird,Tadmor
tt1547230,20000000,30,4.7,3.06,14166853,107,6/10/2011,Science Fiction,Action,Adventure,Saga Film,Focus Features,Marvel Studios
tt2401878,8000000,951,7.1,11.733,5659286,110,12/30/2015,Fantasy,Family,Comedy,Savoy Pictures,The Turman-Morrissey Company,TriStar Pictures
tt0098258,15000000,155,5.9,9.907,10611160,110,4/23/1993,Romance,Science Fiction,Drama,Yash Raj Films,Village Roadshow Pictures,Atmosphere Entertainment MM
tt0091954,4000000,225,6.9,10.651,2826523,105,10/24/1986,Thriller,Thriller,Crime,Filmfinance XII,Pole Star,Stanley Kubrick Productions
tt0116830,67000000,420,6.2,9.698,47267001,100,9/20/1996,Drama,Action,Comedy,KSM Film,Focus Features,Bac Films
tt0343737,85000000,560,6.4,10.545,59908565,112,12/11/2006,Science Fiction,Drama,Thriller,Alan Greenspan Productions,Mars Media Beteiligungs,Fox 2000 Pictures
tt0449086,8000000,231,6.3,6.166,5634828,83,12/21/2011,Science Fiction,Crime,Drama,Revolution Sun Studios,Reliance Entertainment,Bandito Brothers
tt0450405,40000000,608,5.6,9.126,28169671,169,10/23/2009,Thriller,Science Fiction,Romance,The Linson Company,Jerry Lewis Productions,WingNut Films
tt0489237,24500000,615,7.4,7.24,17218023,86,9/29/1986,Comedy,Comedy,Drama,New Line Cinema,Zentropa International Sweden,Trollhättan Film
tt0096378,10000000,322,6.1,6.323,7022728,118,9/13/2009,Horror,Drama,Action,Constantin Film,SPI Film Studio,Versátil Cinema
tt0312549,22000000,1144,6.5,15.618,15447154,95,9/3/2014,Comedy,Fantasy,Drama,Lionsgate,Karz Entertainment,Alberta Film Development Program of the Alberta Government
tt0024548,23000000,162,5.7,7.144,16123851,95,9/1/2004,Comedy,Horror,Science Fiction,MKH,Metro-Goldwyn-Mayer,Pioneer Pictures
tt4540710,13000000,947,7.5,11.063,9101546,86,11/25/2016,Thriller,Adventure,Crime,Tornasol Films,Castafiore Films,Hernández y Fernández Producciones Cinematográficas
tt1206543,22000000,1109,6.6,10.465,15400000,96,12/6/2013,Romance,Action,Crime,Nick Wechsler Productions,Chockstone Pictures,TSG Entertainment
tt0119304,15000000,49,4.8,4.345,10443316,101,11/25/1998,Romance,Thriller,Horror,Compagnia Cinematografica Champion,Canafox Films,Simon Reeves Landsburg Productions
tt0362270,50000000,1390,7.2,8.791,34808403,95,12/10/2004,Drama,Comedy,Crime,Fox Star Studios,Phantom Films,Non-Stop Productions
tt0330602,4361898,43,6.1,3.117,3031801,92,6/6/2003,Music,Family,Action,Marvel Animation,BBC Films,Lipsync Productions
tt0452625,20000000,237,5.5,7.479,13854000,108,12/9/1988,Animation,Adventure,Comedy,Brightlight Pictures,Endgame Entertainment,Canadian Film or Video Production Tax Credit Fund (CPTC)
tt3037582,722083,11,8,1.268,499168,84,11/12/2014,Drama,Romance,Comedy,A113,TSJ Entertainment,Ilshin Capital Investments
tt1014775,15000000,232,7.1,7.78,10367161,105,9/23/2016,Drama,Music,Drama,Win's Movie Productions Ltd.,Castle Rock Entertainment,Ang Lee Productions
tt1422020,35000000,716,5.4,9.152,24159934,101,2/23/2012,Drama,Western,Thriller,Universal Pictures,Blumhouse Productions,Platinum Dunes
tt1273678,20000000,209,6.4,5.846,13801755,154,11/14/1997,Comedy,Adventure,Fantasy,New Line Cinema,New Line Cinema,Smart Egg Pictures
tt3007512,22500000,697,6.8,10.207,15520023,99,12/25/2014,Comedy,Drama,Romance,Paramount,Phoenix Pictures,Warner Bros. Pictures
tt1234719,65000000,870,5.4,11.428,44806783,108,11/21/2012,Crime,Drama,Romance,New Line Cinema,Ghoulardi Film Company,Pixar
tt0082005,10000000,2,6,1.96,6892098,92,12/11/1981,Action,Crime,Thriller,Canal+,ARTE France Cinéma,Ponty Up Pictures
tt0095953,13000000,169,5.4,9.358,8946237,90,8/11/1999,Drama,Romance,Drama,Hyperion Pictures,Intermedia Films,Miramax
tt0385002,80000000,694,5.9,6.082,55041367,90,12/17/2004,Comedy,Animation,Science Fiction,iDeal Partners Film Fund,J2 Pictures,Silverwood Films
tt0107007,25000000,86,5.2,6.65,17193231,77,7/19/1996,Documentary,Action,Thriller,Equity Pictures Medienfonds GmbH & Co. KG III,Brightlight Pictures,Wicker Man Productions
tt0363988,39000000,967,6.4,9.324,26820641,109,7/26/2007,Family,Fantasy,Drama,Cambridge Productions,Michael Edgley International,Paramount
tt0104850,100000000,660,5.4,13.341,68688831,90,6/5/2009,Action,Drama,Romance,Ghoulardi Film Company,Warner Bros. Pictures,Paramount
tt0938330,45000000,309,5.4,17.366,30822861,101,1/11/2007,Romance,Drama,Romance,HB Filmrullen,Focus Features,New Line Cinema
tt0118661,9000000,821,7.5,8.671,6153939,123,8/1/1991,Fantasy,Family,Drama,Nederlandse Programma Stichting (NPS),Canal+ Television,Invicta Capital
tt0325703,75000000,305,5.2,7.431,51142659,105,6/9/2003,Drama,Comedy,Fantasy,Franco London Films,Francoriz Production,Athos Films
tt1440232,15000000,102,6.2,7.402,10219460,116,9/30/1983,Drama,Romance,War,Universal Pictures,Little Creature,IM Global
tt0963178,2142000,14,5.8,4.126,1458000,100,6/14/1973,History,Drama,History,United Artists,New Line Cinema,Abandon Pictures
tt0272338,25000000,1028,7,9.717,17000000,118,10/25/2002,Drama,Comedy,Action,Kudos,Little Wing Films,Sony Pictures
tt0078966,19000000,54,4.6,4.109,12918858,130,6/7/1985,Drama,Thriller,Drama,Fox Searchlight Pictures,TriStar Pictures,Silent Hill DCP Inc.
tt1758595,3000000,43,5.6,4.142,2037545,97,1/20/2004,Comedy,Romance,Drama,Prescience,UK Film Council,Reprisal Films
tt1430612,24000000,157,6,7.311,16290976,100,7/14/1999,Crime,Thriller,Drama,Metro-Goldwyn-Mayer,Yash Raj Films,New Line Cinema
tt0079638,9000000,971,6.7,12.077,6108720,105,10/18/2013,Drama,Science Fiction,Thriller,Open Road Films,Di Bonaventura Pictures,Endgame Entertainment
tt0460829,30000000,776,6.9,7.889,20348249,146,9/3/2010,Family,Fantasy,Animation,Wintergreen Productions,Media Rights Capital,1821 Pictures
tt0485985,23000000,464,6.7,7.139,15600000,85,5/26/2013,Science Fiction,Adventure,Fantasy,Eter Pictures,Manto Films,Pegaso Producciones
tt0110678,90000000,675,5.9,11.58,60874615,102,3/10/2000,Thriller,Science Fiction,Adventure,Sidney Kimmel Entertainment,Film 44,OddLot Entertainment
tt0246544,40000000,105,5.3,6.497,27053815,90,9/7/2001,Adventure,Drama,Thriller,20th Century Fox,Dark Harbor Stories,Nu Image
tt0245562,115000000,574,5.9,8.392,77628265,90,6/14/2002,Adventure,Science Fiction,Thriller,Touchstone Pictures,Shanghai Film Group,China Film Co-Production Corporation
tt1712170,45000000,433,5.1,10.213,30353232,100,10/18/2012,History,War,Comedy,Paramount,Wildwood Enterprises,Rajachandru film productions
tt0811138,62000000,413,4.3,8.316,41819064,125,6/20/2008,Adventure,Action,Adventure,Animal Kingdom,Happy Madison Productions,Anonymous Content
tt1560985,7000000,26,6.5,4.487,4720371,101,4/12/2001,Comedy,Family,Drama,Epsilon Motion Pictures,Franchise Pictures,The Linson Company
tt0085694,8500000,23,5,3.127,5730596,90,5/3/1985,Drama,Romance,Comedy,Rhombus Media,Channel Four Films,Bandai Visual
tt0078444,35000000,239,6.3,8.525,23562716,77,4/26/1991,Thriller,Comedy,Comedy,Les Productions de la Guéville,PROCIREP,Wanda Visión
tt0263757,26000000,198,6.2,8.812,17496992,122,1/27/2006,Comedy,Comedy,Romance,Rai Cinema,CinéCinéma,Media Programme of the European Community
tt0109520,80000000,318,5.6,7.859,53825515,112,12/3/2009,Comedy,Drama,Music,Orion Pictures,Contagious Entertainment,Michael London Productions
tt1242457,25000000,30,5.4,3.751,16815892,122,4/2/2009,Drama,Western,Thriller,Itaca Films,BN Films,1019 Entertainment
tt0087968,9000000,26,6.5,3.088,6045657,112,3/23/1984,Family,Comedy,Drama,Enigma Productions,International Film Investors,Fox Searchlight Pictures
tt0112818,65000000,334,6.8,6.716,43545364,112,12/12/2006,Drama,History,Comedy,Indigo Film,Lucky Red,Medusa Film
tt0140352,90000000,868,7.4,10.298,60289912,157,10/28/1999,Comedy,Romance,Drama,Happy Madison Productions,Colorado Film Production,Bazelevs Production
tt0107426,20000000,21,6.3,3.438,13391174,96,10/13/2006,Fantasy,Romance,Comedy,Walt Disney Pictures,Why Not Productions,Mobra Films
tt0106761,3500000,120,4,7.973,2341309,108,11/4/1994,Adventure,Comedy,Family,Stratus Film Co.,Jascat,Universal Pictures
tt0075648,2995000,7,5.7,2.588,2000000,99,8/1/1944,Drama,Comedy,Drama,"Toei Company, Ltd.",Rastar Pictures,Columbia Pictures
tt0082085,18000000,503,7.3,11.437,12000000,134,7/24/1981,War,Mystery,History,Rational Packaging Company,Lansdown Films,Warner Bros. Pictures
tt1133991,4000000,926,5.9,9.225,2665322,92,3/15/2014,Science Fiction,Thriller,Drama,Filmgate Films,Millennium Films,Film i Väst
tt0456980,40000000,2145,6.2,13.404,26559557,92,2/15/2017,Action,Adventure,Comedy,nazira,Nazira,Universal Pictures
tt0412536,20000000,85,6.4,6.879,13204291,86,7/25/2008,Drama,Thriller,Crime,Cinerenta Medienbeteiligungs KG,Cinerenta-Cinebeta,VCL Communications
tt0202402,15000000,116,5.4,5.936,9902115,93,3/31/2000,Romance,Mystery,Drama,Random Films,Warner Bros. Pictures,Bountiful Film Partners
tt3553442,35000000,609,6.2,9.522,23083334,101,3/4/2016,Action,Comedy,Thriller,Zephyr Films,Picture Perfect Corporation,Wild Side Films
tt0053580,12000000,149,7,7.585,7900000,91,10/23/1960,Comedy,Fantasy,Thriller,Epoch Film Co.,Huaxia Film Distribution Company,Bona Film Group
tt0327437,110000000,1363,5.8,12.487,72178895,120,6/16/2004,Adventure,Comedy,Romance,Carolco Pictures,Coconut Pete Productions,Fox Searchlight Pictures
tt1620549,3500000,22,5.3,5.517,2294357,101,4/15/2010,Thriller,Crime,Mystery,Metro-Goldwyn-Mayer,Universal International Pictures,Roy Export Company Establishment
tt1188729,11000000,41,5.5,4.304,7200000,92,5/3/2012,Action,Drama,Action,John Ford Productions,Batjac Productions,Touchstone Pictures
tt0327247,40000000,474,5.6,12.324,26155781,138,4/7/2004,Action,Thriller,Crime,Hypnotic,Motion Picture THETA Produktionsgesellschaft,Ludlum Entertainment
tt0269095,5000000,187,7.1,7.798,3263585,88,5/14/1997,Adventure,Animation,Comedy,Fundacja Kultury,Camerimage Festival,Absurda
tt1280558,2800000,622,5.2,8.874,1826705,121,9/19/2014,Action,Adventure,Animation,Working Title Films,Cross Creek Pictures,Anton Capital Entertainment (ACE)
tt1846472,3000000,4,4.8,1.584,1957000,92,2/3/2011,Action,Drama,History,Universal Pictures,Block 2 Pictures,Jet Tone Production
tt0092226,13000000,42,5.9,4.779,8475466,95,4/17/1986,Comedy,Drama,Drama,Davis Entertainment,Les Films du Carrosse,PECF
tt2025690,80000000,969,6.4,10.741,52099090,112,1/25/2016,Adventure,Action,Comedy,Friuli Venezia Giulia Film Commission,UniCredit Group,Warner Bros. Pictures
tt0091613,2000000,2,5.8,1.297,1301121,130,12/24/1986,Action,Animation,Action,British Film Company,Fox Searchlight Pictures,Cannon Group
tt1836808,60000000,554,4.8,8.611,39031337,104,12/25/2008,Romance,Horror,Thriller,Portman Film,Brown Sauce Film Productions,Company of Wolves
tt5091538,12156348,488,6.5,7.618,7900000,91,11/1/2016,Thriller,Crime,Comedy,Scion Films,Studio Babelsberg,Epsilon Motion Pictures
tt1179056,6500000,175,6.7,7.36,4217115,122,8/13/1999,Drama,Mystery,War,Canal+,ARTE France Cinéma,Film i Väst
tt1816518,12516654,252,7.7,8.444,8109160,110,12/12/2012,Adventure,Comedy,Drama,Warner Bros. Pictures,Artists Public Domain,Binary Light
tt0102802,18000000,108,5.8,6.391,11657385,105,8/2/1991,Drama,History,War,Pathé!,Metro-Goldwyn-Mayer,Dominion Productions
tt0395495,25000000,287,5.9,6.108,16158487,120,10/20/2006,Drama,Thriller,Horror,Venus Productions,Kopelson Entertainment,Arnold Kopelson Productions
tt0399201,10000000,144,7.1,6.245,6451628,107,1/21/1998,Drama,Action,Thriller,Roast Beef Productions,Roastbeef Productions,Universal Pictures
tt2321549,5000000,1382,6.8,17.414,3220371,92,4/15/2016,Horror,Science Fiction,Thriller,Vinyl Films,Sony Pictures,DCP Wrong Turn Productions
tt2406566,25000000,719,6.1,10.557,16057580,91,2/13/1987,Romance,Comedy,Adventure,"Kraken Films, The",Sisifo Films AIE,Centre National de la Cinématographie
tt0111546,50000000,1994,7,9.22,32017803,85,4/5/2007,Drama,Romance,Documentary,SB Projects,Swinson-Starkey Productions,New Line Cinema
tt0090685,27000000,407,6.1,6.654,17286299,97,10/2/2008,Thriller,Horror,Action,Walt Disney Pictures,Josephson Entertainment,Andalasia Productions
tt0096487,30000000,200,6,10.013,19204929,119,2/6/1998,Comedy,Drama,Fantasy,Studio Babelsberg,Atlas Entertainment,Mosaic Media Group
tt0339727,450,4,6.8,0.6,288,90,8/27/1997,Action,Science Fiction,Thriller,Fairview Entertainment,Prescience,Universal Pictures
tt0088007,18000000,46,6.3,4.086,11500000,134,12/1/1984,Action,Comedy,Crime,Birnbaum / Barber Productions,Paramount,TSG Entertainment
tt0307479,47000000,654,6,8.599,30002758,169,11/27/2002,Mystery,Drama,Drama,Société Nationale Pathé Cinéma,Miramax,Lionsgate
tt0101020,2000000,58,6.9,4.826,1275000,83,9/15/1995,Animation,Action,Animation,Central Films,Orion Pictures,Jack Rollins & Charles H. Joffe Productions
tt0309377,50000000,364,6.2,10.091,31794718,91,8/4/2002,Mystery,Thriller,Action,FilmColony,Miramax,HandMade Films
tt1718881,2000000,4,4,2.744,1268793,118,9/30/2010,Horror,Mystery,Thriller,Mark Canton Productions,Intellectual Properties Worldwide,Cinéfrance 1888
tt0085542,1200000,73,6.2,7.195,760883,140,3/25/1983,Science Fiction,Action,Drama,Bold Films,Marc Platt Productions,OddLot Entertainment
tt0124179,25000000,180,4.6,8.718,15843608,104,9/1/2000,Thriller,Action,Drama,Screen Gems,Olive Bridge Entertainment,Pantelion Films
tt0089469,24500000,535,6.2,15.927,15502112,105,7/19/1985,Action,Drama,Thriller,Desert Flower,Backup Media,Torus
tt2082197,4437508,147,7.6,7.709,2804874,100,9/13/2012,Comedy,Animation,Drama,Peter Stockhaus Filmproduktion,Irish Film Board,FilmFörderung Hamburg
tt2290828,20000000,1278,5.8,12.5,12639297,224,2/19/2016,Drama,War,Drama,SBS Productions,OCS,Casa Kafka Pictures
tt1334260,15000000,1329,6.8,7.818,9455232,103,9/15/2010,Drama,Romance,Adventure,Disney Television Animation,Walt Disney Pictures,Global Pictures
tt3797868,400000,47,6.8,5.64,252000,97,3/25/2011,Drama,Romance,Thriller,The Harvey Entertainment Company,Universal Pictures,Amblin Entertainment
tt0361841,35000000,211,5.3,6.526,22034832,111,8/6/2004,Thriller,Drama,Crime,Surf Film,"Enelmar Productions, A.I.E.",Warner Bros. Pictures
tt0062794,160000,129,7.7,7.183,100655,109,9/6/1961,Romance,Comedy,Romance,APJAC Productions,20th Century Fox,Instituto de la Cinematografía y de las Artes Audiovisuales
tt1454523,6000000,56,7.1,3.231,3770657,108,10/10/2010,Drama,Romance,Adventure,Redrover,ToonBox Entertainment,Massa d'Or Produccions
tt0107953,5000000,409,6.3,8.159,3142154,89,8/19/2011,Action,Adventure,Comedy,Hakuhodo DY Media Partners,Mitsubishi,Lawson
tt0097737,25000000,198,5.8,9.088,15704614,90,3/17/1989,Action,Adventure,Comedy,Bord Scannán na hÉireann,Hell's Kitchen Films,Les Productions Artistes Associés
tt0106375,4800000,13,5.4,1.643,3014000,99,5/10/1996,Drama,History,War,Regency Enterprises,Film4 Productions,Dozen Canada Productions
tt1472584,10000000,392,5.2,7.398,6272403,114,10/14/2016,Romance,Action,Drama,HanWay Films,Snoot Entertainment,Media Programme of the European Community
tt0453562,33000000,1253,6.5,11.86,20645327,92,9/8/2009,Adventure,Fantasy,Science Fiction,Patalex Productions,Warner Bros. Pictures,Square Pictures
tt0120389,17000000,79,6,5.315,10626725,112,7/24/1981,Drama,Science Fiction,Drama,The Zanuck Company,The Bryna Company,Vertigo Entertainment
tt0234215,20000000,490,6.1,8.154,12482775,111,10/20/2005,War,Drama,Horror,Lionsgate,Exclusive Media,LD Entertainment
tt1603257,1000000,12,5.7,1.597,623791,85,9/8/2000,Action,Thriller,Comedy,Dimension Films,View Askew Productions,Miramax
tt0089798,35000000,700,5.8,12.288,21819348,93,4/25/2013,Animation,Family,Fantasy,Ivanhoe Pictures,Hungarian National Film Fund,Laokoon Filmgroup
tt0120791,75000000,694,6.5,10.569,46683377,104,10/16/1998,Horror,Drama,Romance,Paramount,Miramax,Jaffilms Inc.
tt0234829,55000000,326,6,9.192,34234008,108,3/11/2003,Romance,Comedy,Horror,Zanuck/Brown Productions,20th Century Fox,Ad Vitim Distribution
tt0427327,1300000,11,5.6,4.137,809000,117,5/6/2002,Science Fiction,Drama,Comedy,France 2 Cinéma,TPS Star,Région Ile-de-France
tt0173840,137000000,746,6,11.075,85131830,106,7/2/2001,Action,Animation,Fantasy,Compagnia Cinematografica Champion,Tim Burton Productions,Laika Entertainment
tt0841032,30000000,264,6.7,8.005,18618284,108,9/9/2005,Crime,Thriller,Romance,Spyglass Entertainment,World 2000 Entertainment,Count of Monte Cristo Ltd.
tt0281322,20000000,275,6.3,11.808,12398628,96,8/23/2002,Drama,Science Fiction,Thriller,Producers Sales Organization (PSO),Jonesfilm,Galactic Films
tt1675192,5000000,808,7.1,11.118,3099314,97,9/30/2011,Romance,Horror,Comedy,Sony Pictures,Universal Pictures,Hal Wallis Productions
tt0968264,25000000,229,6.5,8.676,15478800,170,9/10/2010,Crime,Comedy,Drama,Tencent Pictures,Wanda Pictures,Warner Bros. Pictures
tt0290002,60000000,494,5.1,7.287,37141130,120,12/4/1998,Comedy,Drama,Romance,Kinology,Ciné+,ZDF/Arte
tt0094964,13000000,346,7.1,8.453,8038508,89,9/23/1988,Fantasy,Adventure,Drama,Région Ile-de-France,Catherine Dussart Productions (CDP),Bophana Production
tt1430615,40000000,258,6.6,7.94,24719215,113,2/2/2012,Drama,Action,Drama,Millennium Films,Televisió de Catalunya,Fox Searchlight Pictures
tt0091178,13000000,71,5.5,4.158,8033397,116,7/25/1986,Comedy,Romance,Comedy,MUVI Films,Lawrence Bender Productions,Organización Santo Domingo
tt0090710,25000000,968,6.6,10.137,15436808,101,7/13/2016,Romance,Drama,History,National Lottery,Fifty First Films,Artists Production Group (APG)
tt0120531,13000000,18,4.5,3.301,8026971,143,5/8/1998,Drama,Romance,Comedy,TAFT Entertainment Pictures,20th Century Fox,Nelvana Limited
tt2381249,250000,44,4.4,4.654,154323,88,4/10/1987,Drama,Romance,Horror,Code Entertainment,Dillinger Productions,Echo Lake Entertainment
tt0398913,25000000,207,7,6.248,15431177,85,9/30/2005,Drama,Romance,Comedy,Warner Bros. Pictures,BSF Film,Columbia Pictures
tt0192255,22000000,171,6.1,5.544,13555988,84,10/27/2000,Thriller,Horror,Comedy,Fandango,01 Distribution,Walt Disney Pictures
tt0253798,24000000,85,5.8,6.57,14782676,91,11/21/2001,Animation,War,Documentary,Centre National de la Cinématographie,ARTE France Cinéma,Paramount
tt0279331,15000000,136,6.4,8.359,9237470,118,12/14/2002,Fantasy,Drama,Animation,Shopgirl,Universal Pictures,MFPV Film
tt0130018,65000000,757,5.2,10.43,40002112,179,11/13/1998,Drama,Crime,Horror,La Station d'Animation,StudioCanal,M6 Films
tt0094138,6000000,111,6.7,6.824,3685862,96,10/9/1987,Drama,Thriller,Fantasy,UK Film Council,Aegis Film Fund,Prescience
tt0085811,27000000,228,5.9,9.706,16519460,88,7/29/1983,Drama,Action,Drama,Castafiore Films,Televisión Española,New Line Cinema
tt0838232,27000000,318,6.3,6.207,16504936,90,8/8/2010,Science Fiction,Thriller,Drama,Bluegrass Films,RatPac-Dune Entertainment,Perfect World Pictures
tt0976222,20000000,264,5.6,6.138,12225023,111,8/6/2009,Drama,Fantasy,Animation,Equity Pictures Medienfonds GmbH & Co. KG III,16 Block Productions,The Donners' Company
tt1470023,10000000,280,5.3,8.394,6110000,90,5/21/2010,Drama,Romance,Horror,Malpaso Productions,Epsilon Motion Pictures,Albert S. Ruddy Productions
tt0085780,6000000,88,5.8,5.93,3661757,110,12/16/1983,Science Fiction,Comedy,Adventure,Timothy Burrill Productions,Columbia Pictures,Canal+
tt0063442,5000000,488,7.1,8.805,3049135,100,9/12/1994,Fantasy,Drama,Action,Bazelevs Production,The Jacobson Company,New Regency Pictures
tt1560139,3300000,18,6.6,5.103,2011837,120,7/27/2004,Documentary,Drama,Animation,Runway Pictures Inc,TriStar Pictures,Gordon Company
tt0365830,22000000,811,6.7,8.438,13405595,95,11/22/2006,Horror,Action,Thriller,Fox Searchlight Pictures,Medusa Film,Good Machine
tt0110971,40000000,156,6.1,6.304,24332324,104,6/3/1994,Drama,History,War,Buttercup Films Ltd.,Act III Productions,David Kirschner Productions
tt0112792,2000000,154,5.9,11.43,1215691,88,9/25/2016,Drama,History,War,Charles K. Feldman Group,Warner Bros. Pictures,Marv Films
tt0155975,15000000,697,7.4,11.443,9104716,95,11/5/2014,Thriller,Action,Adventure,Hypnotic,Kalima Productions GmbH & Co. KG,Stillking Films
tt0116922,4000000,118,6.3,7.675,2426851,115,2/9/2007,Family,Horror,Drama,Alpine Pty Limited,Distant Horizon,Miramax
tt0218817,30000000,257,6,8.387,18195610,116,1/12/2001,Comedy,Drama,Romance,DENTSU Music And Entertainment,King Record Co.,Sony Pictures Television
tt0458481,65000000,2279,6.3,21.483,39407616,105,8/20/2014,Drama,Adventure,Action,Universal Pictures,Point Grey Pictures,Walt Disney Pictures
tt1480658,25000000,110,6.1,6.359,15156200,118,3/12/1999,Comedy,Drama,Crime,Epsilon Motion Pictures,Möbius Entertainment,Téléfilm Canada
tt0112401,50000000,690,6.2,8.531,30303072,87,10/6/1995,Drama,History,War,Amblin Entertainment,20th Century Fox,DreamWorks Pictures
tt1772230,17000000,76,6,4.384,10278549,87,10/9/1987,Fantasy,Drama,Romance,FourBoys Entertainment,Photoplay Films,Screen Australia
tt0481369,28000000,206,6.9,8.752,16900000,105,10/25/1996,Romance,Animation,Adventure,BR Group,Manitoba Film & Music,Lions Gate Films
tt0095774,12000000,22,6,3.548,7242035,90,3/11/1988,Comedy,Romance,Horror,Big Talk Productions,Goldcrest Films International,Sullivan Bluth Studios
tt0111127,13000000,272,6.6,6.96,7820688,98,4/13/1994,Drama,Romance,Drama,Pandora Film,ARTE France Cinéma,Pierre Grise Productions
tt1033575,20000000,813,6.6,12.313,12007070,90,12/30/2014,War,Drama,Horror,Celluloid Dreams,Pt. Merantau Films,XYZ Films
tt0066115,5000000,15,5,2.831,3000000,127,6/24/1970,Comedy,Family,Science Fiction,Sony Pictures,American Zoetrope,Warner Bros. Pictures
tt0457495,40000000,406,5.1,8.79,23937870,93,7/21/2006,Romance,Thriller,Action,Columbia TriStar,Studio Babelsberg,Lionsgate
tt1559549,36500000,51,5.4,7.385,21834845,95,12/18/2008,Thriller,Drama,Family,Broken Road Productions,Columbia Pictures,Happy Madison Productions
tt0105078,27000000,154,6.5,8.123,16140822,89,9/15/1995,Thriller,Horror,Horror,Northstar International,Cote Blanche Productions,Miramax
tt0116985,14000000,125,5.9,7.903,8306690,107,8/28/2015,Action,Thriller,Comedy,42 Km Film,Nickelodeon Movies,Paramount
tt1103982,1700000,141,5.2,6.402,1007962,66,5/22/2009,Fantasy,Drama,Comedy,Window III Productions,New South Wales Film Corp.,Columbia Pictures
tt0203019,82343495,996,7.2,8.922,48814909,98,9/13/2000,War,Comedy,Drama,Arc Productions,Starz Animation,Focus Features
tt0252076,4000000,531,6.6,9.84,2365467,97,4/11/2014,Drama,Thriller,Comedy,Ministerio de Cultura,Instituto de Crédito Oficial (ICO),Televisión Federal (Telefe)
tt0349260,2500000,5,4.9,1.4,1477030,91,5/6/2010,Adventure,Action,Fantasy,Interscope Communications,Nomura Babcock & Brown,Warner Bros. Pictures
tt0396707,12000000,235,6.2,8.482,7070330,104,9/6/2008,Drama,Fantasy,War,Australian Film Commission,Bel Air Entertainment,Warner Bros. Pictures
tt0096332,17000000,183,7.3,8.829,10006806,103,2/5/1988,Crime,Horror,Adventure,Miramax,The Zanuck Company,Village Roadshow Pictures
tt0331953,8500000,175,5.1,7.367,5001655,104,2/27/2004,Romance,Drama,Thriller,Northern Lights Entertainment,Killer Films,Rabbit Bandini Films
tt0056800,17000000,68,6.9,4.792,10000000,151,5/6/1963,Mystery,Thriller,Drama,PolyGram Filmed Entertainment,HandMade Films,Columbia Pictures
tt0089907,11400000,112,6.6,7.104,6700000,115,2/22/1985,Comedy,Family,Adventure,Kingsgate Films,Worldview Entertainment,Wild Bunch
tt0057345,900000,296,7.4,9.369,528428,103,10/21/1963,Thriller,Drama,Romance,Silver Reel,EMJAG Productions,Millar Gough Ink
tt0056663,900000,296,7.4,9.369,528428,110,10/21/1963,Romance,Thriller,Action,Abbolita Productions,Starstream Entertainment,Destro Films
tt0246464,15000000,581,6.1,11.4,8786375,99,2/18/2009,Drama,Comedy,Romance,20th Century Fox,JDI productions,Lemon Sky Productions
tt0100263,8538703,974,7.2,9.732,5000000,135,2/21/1990,Romance,Drama,Romance,Pathé!,France 2 Cinéma,Number 9 Films
tt1374989,28000000,1241,5.8,10.88,16374328,140,2/4/2016,Drama,Western,Action,Primary Productions,Evolution Independent,Paradox Entertainment
tt3517192,15000000,292,5.8,6.088,8762890,87,8/20/2008,Adventure,Crime,Drama,DC Entertainment,DC Comics,Universal International Pictures
tt2265171,4500000,1229,7.7,11.742,2627209,104,3/27/2014,Drama,Horror,Thriller,Columbia Pictures,Profit,Touchstone Pictures
